"bund_nr","team","datum","status","re_form","re_lage","neigung","exposition","anmerkung"
90234,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90235,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90236,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90237,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90238,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90239,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90240,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90241,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90242,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90243,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90244,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90245,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90246,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90247,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90248,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90249,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90250,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90251,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90252,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90253,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90254,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90255,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90256,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90257,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90258,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90259,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90260,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90261,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90262,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90263,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90264,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90265,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90266,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90267,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90268,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90269,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90270,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90271,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90272,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90273,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90274,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90275,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90276,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90277,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90278,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90279,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90280,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90281,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90282,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90283,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90284,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90285,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90286,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90287,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90288,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90289,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90290,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90291,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90292,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90293,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90294,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90295,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90296,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90297,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90298,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90299,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90300,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90301,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90302,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90303,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90304,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90305,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90306,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90307,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90308,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90309,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90310,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90311,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90312,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90313,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90314,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90315,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90316,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90317,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90318,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90319,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90320,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90321,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90322,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90323,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90324,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90325,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90326,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90327,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90328,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90329,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90330,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90331,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90332,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90333,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90334,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90335,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90336,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90337,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90338,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90339,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90340,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90341,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90342,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90343,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90344,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90345,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90346,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90347,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90348,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90349,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90350,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90351,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90352,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90353,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90354,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90355,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90356,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90357,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90358,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90359,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90360,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90361,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90362,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90363,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90364,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90365,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90366,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90367,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90368,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90369,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90370,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90371,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90372,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90373,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90374,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90375,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90376,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90377,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90378,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90379,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90380,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90381,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90382,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90383,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90384,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90385,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90386,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90387,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90388,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90389,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90390,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90391,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90392,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90393,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90394,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90395,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90396,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90397,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90398,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90399,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90400,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90401,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90402,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90403,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90404,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90405,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90406,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90407,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90408,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90409,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90410,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90411,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90412,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90413,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90414,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90415,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90416,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90417,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90418,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90419,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90420,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90421,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90422,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90423,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90424,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
90451,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90452,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90453,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90454,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90455,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90456,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90457,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90458,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90459,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90460,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90461,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90462,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90463,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90464,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90465,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90466,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90467,"-2",1970-01-01,27,"-2","-9",-2,"-2","14.02.2007 P. He Dummy-BFHNr und -BFHtxt5 ergänzt; Punkt gehört nicht zum Raster, aber um die Altdaten ""nicht zu verlieren"" wird nachträglich ""künstliche"" BFHNr vergeben"
90500,"Falk",2008-06-11,14,"hh","z",19,"n","Spuren einer Feuerstelle; ehem. anthropogene Terrasse/Gasse mit Steinanhäufung im Plot?"
90501,"Kraft",2007-10-10,14,"khr","m",7,"w","Zentralpunkt direkt am Waldrand; Profil in SSW-Richtung und 3m Abstand"
90502,"Kraft",2007-10-11,14,"hz","a",30,"nw","Haupthang mit kerbförmigen Rinnen; Zentralpunkt an der Hangschulter einer Rinne"
90503,"Loringhoven",2008-04-25,14,"hr","z",2,"nw",NA
90504,"Kraft",2007-09-11,14,"hh","m",8,"nw",NA
90505,"Falk",2008-06-12,14,"kh","z",2,"nw","Pkt neben Strasse -> Abfall; Störung Auflage u. Ah durch Wildschweine"
90506,"Loringhoven",2008-04-24,14,"khz","r",19,"so",NA
90507,"Falk",2008-06-10,14,"hh","z",7,"o","Forststrasse im 10m-Kreis"
90508,"Kraft",2007-10-09,14,"hh","m",23,"o",NA
90509,"Schubert",2007-10-10,14,"hh","o",19,"o",NA
90510,"Kraft",2007-09-20,14,"hz","t",6,"nw","A 3 in Hörweite; Zentralpunkt direkt neben geteerter FoStr., 3 Satelliten auf anderer Strassenseite und im Fichtenbestand, sonst Bu/Ei"
90511,"Kraft",2007-09-12,14,"hh","m",5,"nw",NA
90512,"Schubert",2007-10-09,14,"hh","o",12,"w",NA
90513,"Schubert",2007-10-11,14,"hh","m",16,"w",NA
90514,"Kraft",2007-09-25,14,"hh","m",15,"w",NA
90515,"Kraft",2007-09-27,14,"ks","k",1,"sw","Sat 4 und 7 auf RG"
90517,"Kraft",2007-09-19,14,"hh","o",7,"sw",NA
90518,"Kraft",2007-09-26,14,"hh","m",12,"nw","Sat 4 und 5 auf RG"
90519,"Kraft",2007-09-18,14,"hh","m",9,"o",NA
90521,"Falk",2007-06-19,14,"hh","o",19,"o","Geomorphologisch Drumlin?"
90522,"Falk",2008-04-17,14,"kh","z",3,"s","Teils Abfall um Punkt (neben RG), teils Wildschweine oder Dachs etc."
90523,"Loringhoven",2008-05-14,14,"hf","r",10,"so",NA
90524,"Dietz",2007-06-28,14,"hf","z",6,"nw",NA
90525,"Falk",2007-06-20,14,"tsf","r",0,"fla","Bäume teils entnommen;"
90526,"Loringhoven",2008-05-13,14,"kh","o",7,"s","Üm eine Suhle herum."
90527,"Dietz",2007-06-27,14,"hh","m",19,"o",NA
90528,"Dietz",2007-06-26,14,"hh","o",8,"o","Truppenübungsplatz in ca. 150m Entfernung"
90529,"Kraft",2007-10-23,14,"th","z",3,"so",NA
90530,"Falk",2007-08-14,14,"khf","o",4,"nw",NA
90531,"Falk",2008-04-16,14,"hh","o",8,"nw","BW-Kaserne, Verkehr durch Truppenfahzeuge ca. 40m, Bebauung ca 1 km; Anpflanzung ca. 15-20 Jahre alt"
90532,"Loringhoven",2008-05-15,14,"kh","o",6,"s",NA
90533,"Falk",2007-06-21,14,"hh","o",28,"nw","steiler Hang mit einzelen feuchteren Stellen (pseudovergleyt)"
90534,"Schubert",2008-06-11,14,"hh","o",23,"n",NA
90535,"Falk",2007-10-11,14,"hh","m",6,"no","Niederwaldcharakter"
90536,"Falk",2008-04-15,14,"khf","r",4,"nw","Sonstiges: Obstwiese"
90537,"Loringhoven",2007-10-31,14,"ts","z",0,"fla","Keine Überflutung, da ausgedeicht."
90538,"Dietz",2006-10-10,14,"hf","z",3,"so","Profil ca 13 m von Bundesstraße entfernt"
90539,"Schubert",2007-07-25,14,"hh","o",14,"s",NA
90541,"Schubert",2008-06-10,14,"hh","m",26,"sw",NA
90542,"Kraft",2007-10-24,14,"kh","k",4,"s",NA
90543,"Kraft",2007-10-25,14,"ks","z",2,"s","Waldrandsituation mit mehreren Wegen >> Sat 5 bis 8 gespiegelt und teilweise verlegt"
90544,"Schubert",2006-08-30,14,"hf","u",2,"no",NA
90545,"Schubert",2006-10-17,14,"hh","o",6,"w",NA
90546,"Loringhoven",2007-10-30,14,"tsm","z",0,"fla",NA
90547,"Schubert",2008-06-18,14,"hh","m",10,"sw",NA
90549,"Falk",2007-10-10,14,"tss","t",1,"n","Sauen durchwühlen Oberboden.
Sat 8, 1 und 2 entlang Bach."
90550,"Falk",2007-08-15,14,"ts","z",0,"fla",NA
90551,"Schubert",2007-07-10,14,"ks","k",0,"fla",NA
90552,"Loringhoven",2007-10-29,14,"hh","m",34,"w","Kurzer Stelhang: Oben anthropogene Überlagerung, Mittelhang kolluvial Überlagert, Unterhang - Talgrund humose Gleye mit Hangmaterial überlagert. Nährstoffeinträge von Ackerbau auf Hochterrasse."
90553,"Falk",2007-07-10,14,"hf","u",4,"nw","StÜPl Bundeswehr und US"
90555,"Schubert",2007-07-26,14,"hh","o",2,"o",NA
90556,"Falk",2007-03-09,14,"hh","u",4,"nw","Nähe Waldrand Unterhang, Störung durch Weg (teils mit Schutt verfüllt) u. Holzentnahme nach Sturm (Kyrill)"
90557,"Loringhoven",2008-05-28,14,"hf","m",7,"w","Möglicher Auerhahnbalzplatz."
90558,"Falk",2007-10-09,14,"hs","a",15,"no","Boden von Wildsauen durchwühlt"
90559,"Schubert",2006-09-19,14,"thm","o",25,"no",NA
90560,"Kraft",2007-10-29,14,"th","f",3,"no",NA
90561,"Schubert",2006-09-13,14,"hh","u",26,"no",NA
90562,"Schubert",2007-03-15,14,"hh","u",9,"nw",NA
90563,"Schubert",2006-09-05,14,"hh","m",3,"sw",NA
90564,"Falk",2007-07-09,14,"hs","u",21,"o","Gasse durch Plot"
90565,"Falk",2007-07-11,14,"hs","m",7,"nw","Kaum Bestockung (Blöße), wenige Restkiefern, Strauch und Krautschicht vorherrschend"
90566,"Loringhoven",2008-04-28,14,"hf","o",4,"nw",NA
90567,"Kraft",2007-07-11,14,"ks","g",2,"no","wassergefüllter Graben auf der Fläche"
90568,"Falk",2007-03-08,14,"ks","z",1,"n","Störung durch Rückegasse und Ernte; Teilläche (N) Jungwuchs"
90569,"Dietz",2006-10-24,14,"ks","z",0,"fla","Profil auf 11m 6 Gon Grund Baum, Dehnung de Probe 5 durch Rütteln beim Bohren"
90570,"Loringhoven",2007-10-17,14,"hh","o",38,"nw","Roter Stab steckt beim Eisen. Bei Nässe Begehen zu gefährlich!"
90571,"Dietz",2007-10-30,14,"hh","a",17,"nw",NA
90572,"Loringhoven",2008-05-29,14,"hh","m",28,"n","Steilhang"
90573,"Kraft",2007-10-30,14,"hh","u",7,"so",NA
90574,"Loringhoven",2007-10-16,14,"hz","z",50,"s","Seilsicherung empfehlenswert beim Bohren."
90575,"Loringhoven",2008-05-29,14,"hh","u",27,"n","Steilhang"
90576,"Falk",2007-08-16,14,"hr","o",7,"no",NA
90577,"Dietz",2006-09-25,14,"hh","m",17,"so",NA
90578,"Falk",2007-07-12,14,"th","r",2,"no","Durchforstung kürzlich; Wasserfassung NN; Entwässerungsgraben zum Feld hin; Aufschüttungen auf Feldern (Klärschlamm?)"
90579,"Schubert",2007-07-11,14,"hh","o",3,"no",NA
90580,"Dietz",2006-10-11,14,"hs","a",8,"n","Mittelpunk befindet sich an Hangkante zum N anschließenden Tälchen, keine Nachbarschaft, Harvestereinsatz 2006, viel Totholz"
90581,"Kraft",2007-07-12,14,"tss","z",1,"no",NA
90582,"Dietz",2007-07-10,14,"tsm","z",1,"o",NA
90583,"Falk",2007-04-19,14,"khz","u",22,"n","Mittelpunkt in Talsohle, Sat. Am Steilhang"
90584,"Dietz",2006-10-25,14,"kh","z",6,"n","Ablagerung von altem Gras Punkt, 4; Punkt 2, 3 auf Rückegasse, Punkt  7 auf  Wurzel, Punkt 4  TS 6 und 7 verworfen da Beprobungsfehler"
90585,"Kraft",2007-08-14,14,"hh","m",7,"s",NA
90586,"Kraft",2007-08-16,14,"kv","g",2,"o",NA
90587,"Dietz",2006-09-26,14,"hf","o",9,"n",NA
90588,"Kraft",2008-06-25,14,"hh","o",21,"no",NA
90589,"Kraft",2008-06-24,14,"thm","g",4,"n",NA
90590,"Loringhoven",2007-10-18,14,"ks","o",1,"so","Um 1900 Bodenbearbeitung kleinflächig zwischen den Stöcken. Agroforst mit Roggenanbau."
90591,"Loringhoven",2007-10-04,14,"hf","o",8,"so","2 Eisen im Boden gefunden. Mittelpunkteisen nicht auf glatten Koordinaten,sondern 9,06 m auf 300 Gon vom 1. Eisen (mit
GPS gefunden) entfernt. Daher Suche im stark vergrasten Kahlhieb, erschwert. Punkt schlecht markiert. Metallsuchgerät notwendig."
90592,"Loringhoven",2007-10-05,14,"khr","g",3,"no","Sat 2+3 auf Rückegasse"
90593,"Falk",2007-09-03,14,"hs","m",3,"w",NA
90594,"Loringhoven",2008-04-30,14,"ts","z",1,"w","Nachbarschaft; Direkt an Kalkschottterweg von Lawi stark befahren."
90595,"Kraft",2007-05-02,14,"ks","k",0,"fla",NA
90596,"Kraft",2007-05-03,14,"hh","o",6,"so","Sat 6: anthropogene Sandsteinaufschüttung"
90597,"Dietz",2007-10-29,14,"hh","m",12,"sw",NA
90598,"Kraft",2007-10-31,14,"hh","o",17,"s",NA
90599,"Kraft",2007-08-15,14,"hh","m",9,"s",NA
90600,"Kraft",2008-04-22,14,"hh","o",4,"n",NA
90601,"Kraft",2008-05-06,14,"kh","k",2,"o",NA
90603,"Schubert",2006-11-15,14,"hf","o",6,"so",NA
90604,"Schubert",2006-10-24,14,"hh","m",12,"o",NA
90605,"Falk",2007-03-23,14,"ks","z",1,"o",NA
90606,"Schubert",2007-04-04,14,"hs","o",7,"sw",NA
90607,"Loringhoven",2008-04-29,14,"ks","z",0,"fla",NA
90608,"Dietz",2007-08-07,14,"ksr","z",0,"fla","Rückegasse bei 4,5,6"
90609,"Dietz",2007-08-16,14,"hh","m",4,"nw","Entwässerungsgräben"
90610,"Dietz",2007-08-17,14,"ks","z",2,"o",NA
90611,"Dietz",2006-09-13,14,"hf","u",11,"w","kompassmessung nadel abgelenkt"
90612,"Kraft",2008-04-23,14,"hh","u",7,"o",NA
90613,"Kraft",2008-05-08,14,"hh","o",9,"sw",NA
90614,"Kraft",2008-05-07,14,"hh","u",10,"no",NA
90615,"Schubert",2008-07-02,14,"hh","m",24,"s",NA
90616,"Schubert",2007-10-17,14,"hh","m",37,"s",NA
90617,"Kraft",2008-06-26,14,"hh","m",23,"n",NA
90618,"Falk",2006-09-07,14,"hh","o",6,"w",NA
90619,"Schubert",2007-04-18,14,"tsm","z",0,"fla",NA
90620,"Falk",2007-03-22,14,"ks","g",1,"nw",NA
90621,"Falk",2008-05-20,14,"kh","z",4,"o","ehem. Kahlfläche (Windwurf) -> gestörter Bodenzustand"
90622,"Dietz",2007-08-08,14,"hh","m",11,"sw",NA
90623,"Kraft",2007-09-05,14,"ks","k",0,"fla",NA
90624,"Kraft",2008-04-24,14,"hh","m",19,"w",NA
90625,"Loringhoven",2008-05-07,14,"ths","u",7,"sw",NA
